issue_id,award_id,userid,issue_reason,issue_time
7968,99,55018,Gear Gremlin: COMPLETED!,1650411887
7969,100,50789,"",1650421050
7972,182,65578,What will you do now that you're done with campaigning?,1650578419
7975,259,36028,Completed the LMG master directive.,1651323240
7979,227,82231,"",1651351368
7982,227,83987,"",1651351760
8007,101,54941,Super Soldier: COMPLETED!,1651630612
8010,5,21703,Enrolled in the Advanced Specialization Program.,1652148535
8012,101,67455,Super Soldier COMPLETION!,1652493261
8013,102,60442,Heavy Metal Maniac COMPLETION!,1652493328
8014,100,32515,Master-at-Arms COMPLETION,1652493384
8015,99,36609,Gear Gremlin COMPLETED,1652493436
8016,101,36609,Gear Gremlin COMPLETION,1652493467
8018,18,53201,5 years with AOD!,1652493712
8023,18,52375,5 years with AOD!,1652493834
8025,18,51510,5 years with AOD!,1652493914
8026,18,51270,5 years with AOD!,1652493937
8027,18,51214,5 years with AOD!,1652493957
8028,18,50841,5 years with AOD!,1652493979
8030,18,47696,5 years with AOD!,1652494053
8031,19,20285,10 years with AOD!,1652494128
8032,19,19824,10 years with AOD!,1652494143
8036,18,35580,5 years with AOD!,1652646512
8037,41,80431,Member of the Reaper Operation Group,1652753236
8039,100,55018,Master-At-Arms COMPLETION,1653098883
8041,188,79231,"Member who has gone well above and beyond expectations be it recruiting, personal sacrifice, selfless service, time and/or effort.",1653247560
8050,258,61984,You are gilded!,1654277191
8057,251,78099,Congratulations on your Achievement!!!,1654556010
8069,18,51486,5 years with AOD!,1654644364
8070,248,33044,Reached 200 on all refining trades,1654734517
8071,251,33044,Reaching Weapon Mastery on all weapons,1654734569
8072,251,40361,Congratulations on your Achievement!!,1654901675
8073,149,51864,You successfully earned the title of Cursebreaker.,1654961760
8080,248,38820,Congratulations on your Achievement!!,1655313726
8082,100,36609,"Master-At-Arms COMPLETION
Time to get good with the crossbow...",1655423303
8084,100,54474,Master-At-Arms COMPLETION,1655423386
8085,99,11137,Gear Gremlin COMPLETION,1655423432
8086,99,32515,Gear Gremlin COMPLETION,1655423453
8087,99,54474,Gear Gremlin COMPLETION,1655423491
8090,101,54474,Super Soldier COMPLETION,1655423644
8092,5,45279,Achieved Battle Rank 120 and enrolled in the Advanced Specialization Program.,1655601027
8093,18,53567,5 years with AOD!,1655695490
8098,18,53683,"Grats on Five years. Thank you for being my friend and looking out for me
 Yarrrrrrr!!!",1656262287
8101,248,53683,the thing for the thing,1656274047
8105,101,32515,Super Soldier COMPLETION,1656468241
8106,101,41224,Super Soldier COMPLETION,1656468292
8107,102,67455,Heavy Metal Maniac COMPLETION,1656468366
8108,98,84431,PTFO Master COMPLETION,1656468433
8109,99,67455,Gear Gremlin COMPLETION,1656468514
8110,98,84112,PTFO Master COMPLETION,1656468577
8111,98,24693,PTFO Master COMPLETION,1656468663
8113,18,53801,5 years with AOD!,1656899980
8114,5,80293,"",1657055100
8115,5,81586,Achieved rank of 120 in PS2. Congrats Solider.,1657055305
8117,182,81195,What will you do now that you're done with campaigning?,1657380822
8118,127,81195,Congrats you nutty collector!,1657380841
8120,180,69751,Reached lvl 100,1657918449
8122,6,72956,Winning the 2022 Summer ThunderDome!,1658020138
8124,6,59896,Winning the 2022 Summer ThunderDome!,1658020166
8125,6,33825,Winning the 2022 Summer ThunderDome!,1658020205
8126,6,60411,Winning the 2022 Summer ThunderDome!,1658020307
8128,6,78349,Winning the 2022 Summer ThunderDome!,1658020327
8129,101,60893,SUPER SOLDIER -COMPLETION,1658031043
8130,100,60893,Master at Arms COMPLETION!,1658031081
8131,102,60893,Heavy Metal Maniac COMPLETION!,1658031137
8132,99,60893,Gear Gremlin COMPLETION,1658031184
8133,98,60893,PTFO Master COMPLETION,1658031237
8139,251,57510,Congratulations on your Achievement!,1658151513
8150,180,49374,Reached lvl 100,1658800542
8152,98,41224,PTFO Master COMPLETION!,1659055838
8153,98,11137,PTFO Master COMPLETION!,1659055874
8154,101,80224,Super Soldier COMPLETION!,1659056003
8155,101,84431,Super Soldier COMPLETION!,1659056029
8156,100,84431,Master-at-Arms COMPLETION!,1659056068
8157,99,84431,Gear Gremlin COMPLETION!,1659056094
8158,102,84431,Heavy Metal Maniac COMPLETION!,1659056139
8162,18,38460,5 years in AOD,1659302136
8177,171,77045,Congrats on winning Plunderthon and Outbreak Events!,1659554400
8178,171,76442,Congrats on winning Plunderthon and Champions Hill!,1659554400
8179,171,83409,Congrats on winning Plunderthon!,1659554463
8180,171,72591,Congrats on winning Plunderthon!,1659558287
8181,171,72633,Congrats on winning Killathon!,1659558500
8182,171,83407,Congrats on winning Killathon!,1659558553
8184,171,32540,Congrats on winning the Champions Hill event!,1659559780
8187,160,72633,Thank you for participating in Platoon Wars 2023 events!,1690941600
8191,160,76442,Thank you for participating in Platoon Wars 2023 events!,1690941600
8193,160,63310,Thank you for participating in Platoon Wars 2023 events!,1690941600
8195,68,74148,"for leading the platoons, again",1659577140
8197,249,22160,Congrats on stealing all the resources from Aeternum :),1659792437
8198,18,54941,5 Years of service!,1660021969
8199,18,55018,5 Years of service!,1660021995
8200,101,11137,Super Soldier COMPLETED,1660092407
8204,18,54211,5 Years in AOD,1660356168
8211,18,54447,5 years with AOD!,1660936026
8212,18,54476,5 years with AOD!,1660936048
8213,18,54881,5 years with AOD!,1660936080
8214,19,20004,10 Years With AOD!!!!,1660936280
8220,249,3469,For being a completionist in a game that drives you absolutely Bonkers - Congratulations on your achievement :),1661289475
8221,99,80224,Gear Gremlin COMPLETED!,1661437063
8222,101,30768,Super Soldier COMPLETION!,1661437145
8223,100,41224,Master at Arms COMPLETION!,1661437190
8224,101,24693,Super Soldier COMPLETION!,1661437238
8225,180,79159,Reached lvl 100,1661542140
8226,196,82231,8/20/2022 AOD Tournament Winner,1661551505
8229,196,56800,Previous AOD Tournament Winner,1661641269
8230,196,45146,Previous AOD Tournament Winner,1661641284
8231,196,21441,Previous AOD Tournament Winner,1661641297
8232,196,66775,Previous AOD Tournament Winner,1661641315
8239,196,75819,Previous AOD Tournament Winner in Tank or Air,1661641787
8241,196,65366,Previous AOD Tournament Winner in Tank or Air,1661641816
8242,196,60082,Previous AOD Tournament Winner in Tank or Air,1661641830
8243,196,39909,Previous AOD Tournament Winner in Tank or Air,1661641844
8268,98,80224,PTFO Master!,1662495915
8269,98,11848,PTFO Master!,1662495930
8270,98,68117,PTFO Master!,1662495942
8271,257,25216,Former Guardian Angel group member.,1663020720
8272,180,80340,Reached lvl 100,1663217765
8273,98,66247,PTFO Master Completed,1663341050
8274,180,55011,Reached lvl 100,1663444688
8275,180,78414,Reached lvl 100,1663909896
8276,180,74577,"",1663982638
8277,257,43769,Former Guardian Angel group member.,1664202000
8280,100,63638,"Master at Arms, Completed",1664917948
8281,99,68117,"Gear Gremlin, completed!",1664917990
8282,180,34936,Reached lvl 100,1665241956
8283,213,71484,"",1665254031
8284,213,62068,You're a Conqueror!,1665254069
8285,258,38460,You are Gilded,1665254150
8286,18,29260,Congrats!,1665626011
8291,99,82028,Gear Gremlin Completed!,1665950095
8292,100,82028,Master at Arms Completed,1665950941
8293,41,65886,Member of  the Reaper Operation Group.,1666214988
8296,282,78414,Rank 7 unlocked.,1666862096
8297,16,68677,Made our new forum badges.,1666873023
8300,282,66775,Rank 7 unlocked.,1666948026
8301,283,66775,"",1666948079
8303,285,61984,by Far the B.W.D.G at our Halloween Event,1667164741
8305,282,32795,Rank 7 unlocked.,1667210564
8312,18,54487,5 years with AOD!,1668647881
8314,18,22599,5 years with AOD!,1668648232
8317,18,25216,5 years with AOD!,1668648300
8319,18,32736,5 years with AOD!,1668648352
8321,18,36315,5 years with AOD!,1668648414
8322,19,21068,10 Years with AOD! Congratulations!,1668648531
8323,19,20923,10 Years with AOD! Congratulations!,1668738696
8325,213,3716,You successfully earned the title of Conqueror,1668803711
8326,100,66247,Congrats on the award!,1668824451
8327,18,56800,5 years with AOD!,1668831532
8328,18,56835,5 years with AOD!,1668831575
8329,182,75379,What will you do now that you're done with campaigning?,1668879947
8330,284,66775,"",1668882881
8337,282,49374,rank 7 unlocked,1670561179
8338,16,49374,100+ recruits,1670561323
8339,227,49374,Great Impact in the division throughout its history.,1670561660
8340,282,82231,Has unlocked rank 7 vehicle in warthunder!,1670624053
8342,257,36315,Guardian Angel group officer.,1670815020
8343,257,74120,Former Guardian Angel group member.,1670815080
8347,18,58029,"In celebration of your shenanaganeries, for all the chaotic good you bring to AOD, as well as the lives of the people around you, and for being the most EPIC Munkee ever - Congratulations on being a member for 5 years so far in AOD - I look forward to the next 5 :)",1670972220
8348,98,32515,PTFO MASTER: UNLOCKED!,1671673389
8350,101,35944,Super Soldier: COMPLETED!,1671673616
8351,98,35944,PTFO MASTER:UNLOCKED!,1671673678
8352,99,35944,Gear Gremlin : COMPLETED!,1671673710
8353,101,11848,Super Soldier: COMPLETED!,1671673788
8359,282,70753,Has unlocked a rank 7 vehicle in war thunder.,1671839341
8361,251,32736,Congratulations on your achievement - well done!,1672290161
8371,68,74148,Why do you have three of these? Keep up leading those platoons.,1672970725
8372,213,62859,You successfully earned the title of Conqueror,1673129937
8373,247,46317,Congratulations on being the third documented Master Crafter - this is no small feat - well done :),1673993972
8374,250,46317,It is with great honor that I bestow to you the badge for Hand of the Queen - a lot of hard work always pays off - Congratulations,1673994049
8375,18,57681,5 years with AOD!,1674291627
8376,18,58056,5 years with AOD!,1674291659
8377,18,21441,10 years with AOD!,1674291688
8378,18,21439,10 years with AOD!,1674291709
8379,180,56835,Reached lvl 100,1674495355
8380,18,26633,5 / 9.1 YEAR barge,1674702726
8381,246,80625,"Winner of the January, 2023 NCO Hunting Season event.",1675029660
8382,246,80293,"Winner of the January, 2023 NCO Hunting Season event.",1675029660
8383,246,46599,"Winner of the January, 2023 NCO Hunting Season event.",1675029720
8384,246,22083,"Winner of the January, 2023 NCO Hunting Season event.",1675029720
8385,246,80431,"Winner of the January, 2023 NCO Hunting Season event.",1675029720
8388,99,54941,Gear Gremlin,1675212804
8389,100,54941,Master at arms,1675212826
8390,98,54941,PTFO MASTER!,1675266720
8391,284,78272,Has dropped a nuke in war thunder.,1675555539
8392,282,69751,Has unlocked a rank 7 vehicle in war thunder!,1675606581
8394,259,20923,3-11-17 - unlocked Trackshot!,1675988738
8395,259,74097,Completed the LMG master directive.,1675988760
8396,259,65886,Completed the LMG master directive.,1675988820
8397,259,75419,Completed the LMG master directive.,1675988940
8398,101,50789,"",1676072604
8399,18,59652,5 years of service,1676224403
8400,19,24693,10 years! Congrats!,1676352797
8402,19,26633,10 YEARS!,1676352847
8404,18,60052,5 YEARS!,1676352911
8406,18,60442,5 YEARS!,1676352954
8407,18,60893,5 YEARS!,1676353565
8408,18,61047,5 YEARS!,1676353586
8411,18,62110,5 YEARS!,1676353633
8412,18,62339,YEAH YEAH YEAH,1676353647
8413,18,62375,5 YEARS!,1676353665
8414,18,63310,5 YEARS!,1676353683
8416,18,63822,5 YEARS!,1676354485
8417,18,63917,5 YEARS!,1676354510
8420,18,64364,5 YEARS!,1676354562
8421,18,64526,5 YEARS!,1676354576
8422,18,64571,5 YEARS!,1676354592
8423,18,64970,5 YEARS!,1676354607
8426,18,64971,5 YEARS!,1676354667
8427,18,65500,5 YEARS!,1676354683
8428,18,65820,5 YEARS!,1676354697
8429,18,65960,5 YEARS!,1676354711
8430,18,65993,5 YEARS!,1676354727
8432,18,66112,5 YEARS!,1676354755
8433,18,66247,5 YEARS!,1676354770
8436,247,84285,Congratulations on your achievement,1676946664
8437,248,84285,Congratulations on your Achievement,1676946706
8438,249,84285,Congratulations on your Achievement,1676946740
8439,250,84285,"Absolutely outstanding effort and achievement  - i am very honored to bestow the you the title ""Hand of the Queen"" in reward of these efforts and accomplishments!!",1676946805
8440,19,21576,Congrats on 10 Years,1677209733
8441,98,72761,"",1677416002
8443,19,22160,10 Years with AOD! Congratulations!,1677970255
8445,18,60257,Congratulations for 5 years! Thank you for everything Catfish!,1678231528
8447,247,3469,Congratulations on your achievement of Master Crafter!!!,1678570897
8448,250,3469,"It is with great honor that I bestow to you the the badge for ""Hand of the Queen"" - well done!",1678570983
8449,250,53683,Yay!,1678571005
8450,247,53683,Yay!,1678571030
8451,19,21842,10 years with AOD! Congrats!,1678573876
8452,19,21703,10 years with AOD! congrats!,1678573999
8453,19,21805,10 years with AOD! Congrats!,1678574115
8454,19,22083,10 years with AOD! Congrats!,1678579719
8457,18,59824,Congratulations on 5 years!,1678579835
8458,18,59811,Congratulations on 5 years!,1678579845
8459,18,60411,Congratulations on 5 years!,1678579859
8465,101,66247,"",1678924618
8466,102,55018,Completed!,1679092559
8468,282,58056,Has rank 7 and 8 unlocked,1679197048
8469,18,60082,5 YEARS!,1679249921
8470,253,22160,"For being a mediocre PvPer, but still doing PvP!",1680311363
8471,248,22160,Congratulations on your Achievement!!,1680312252
8473,147,40630,"For achieving the Gambit Seal of Dredgen.
Congratulations AOD_dobocop",1681120953
8474,147,61984,"For achieving the Gambit Seal of Dredgen.
Congratulations AOD_Disanymous",1681121127
8475,101,82028,"",1681128987
8478,18,60632,5 years with AOD!,1681176061
8479,259,74120,Completed the LMG master directive.,1681549980
8480,100,80224,"",1681639468
8481,259,45501,Completed the LMG master directive.,1681855500
8482,68,36028,Technically lead enough platoons,1681855624
8486,99,11848,"",1682297088
8487,101,85366,"",1682297158
8488,98,85366,"",1682297170
8489,147,77045,You successfully earned the title of Dredgen.,1682371696
8490,127,78414,Target achieved,1682422620
8491,182,78414,Target acheived,1682422805
8493,19,17730,"",1682732291
8494,99,84112,"",1682816169
8495,104,40630,You have been selected to be a member of the Pathfinder team!,1682878230
8497,18,59896,5 years with AOD! Congrats!,1683421549
8501,56,85366,Congrats on completing the Eleventh Hour XO Challenge!,1683856977
8502,102,85366,"",1684020732
8504,247,61920,Congratulations on your Shinies!,1684205334
8505,248,61920,Congratulations on your Shinies!,1684205357
8506,249,61920,Congratulations on your Shinies!,1684205380
8507,250,61920,Congratulations on your achievements - well earned - enjoyed your shinies!,1684205420
8510,187,72558,This award is for any member who has completely researched all vessels (excluding freemium/premium) for any 5 Nations.,1684253602
8511,251,3469,Congratulations on achieving Weapon Mastery on all Weapons - well done :),1684289497
8512,213,68677,You successfully earned the title of Conqueror,1684355039
8513,18,61920,Congrats on 5 years with AOD!,1684552091
8516,18,61756,5 years with AOD!,1684605235
8517,18,35543,5 years with AOD!,1684605425
8524,98,30768,"",1684698941
8525,99,30768,"",1684698969
8526,99,41224,"",1684699264
8527,247,84490,Congratulations on your Achievement of Master Crafter!,1684758584
8528,248,84490,Congratulations on your Achievement of Master Refiner!,1684758631
8529,249,84490,Congratulations in Achieving Master Gatherer! - thats a lotta wood choppin!,1684758696
8530,250,84490,"It is with great privilege that i bestow to you the honor of ""The Hand of The Queen""",1684758788
8531,251,84490,Way to smash all the things with ALLL the shiny toys! Congratulations on your achievement of Master of Arms!,1684758860
8532,99,53201,"",1684975274
8533,248,83957,Congratulations on your Achievement!,1684986817
8534,249,83957,Achieving 200 in all gathering trades!!!,1684986878
8535,18,57510,It's been 5 years with AOD - Congratulations!,1684987363
8537,18,61918,It's been 5 years with AOD - Congratulations!!!,1684987519
8539,247,84544,Congratulations on the Master Crafter status!!  Great Job!,1685545173
8540,248,85345,Congrats on 200 refining!!,1685545495
8549,102,41224,"",1686051184
8550,147,71753,You successfully earned the title of Dredgen.,1686229753
8551,149,71753,You successfully earned the title of Cursebreaker.,1686229792
8552,213,71753,ou successfully earned the title of Conqueror.,1686229859
8553,258,68677,You are gilded!,1686229934
8557,249,85345,Congratulations on your Achievement!!,1686662905
8558,19,23883,10 years with AOD!,1687008344
8560,182,72558,Target Achieved,1687280122
8563,18,63527,Member has been a member of AOD for 5 years! Congratulations!!,1688124467
8564,19,19955,You've been here over 10 years!,1688124782
8565,18,54253,Member has been a member of AOD for 5 years! Congratulations!!,1688135666
8566,194,82231,1508 points in II/2024 Season,1714557960
8570,16,80340,"",1688480868
8571,227,80340,"",1688481219
8572,98,51663,"",1688497634
8573,247,83957,Reached 200 in all crafting.,1688648649
8574,98,69291,"",1689209624
8575,5,22083,Achieved battle rank 120.,1689349679
8576,259,22083,Completed the LMG and Carbine master directives.,1689349740
8577,18,63207,5 years with AOD!,1689421341
8578,18,62884,5 years with AOD!,1689421484
8581,19,24241,10 years with AOD!,1689421706
8582,140,34445,20 years with AOD!,1689421827
8583,140,34478,20 years with AOD!,1689421909
8584,18,61984,5 years of AOD service.,1689448120
8587,99,66247,"",1689629425
8588,102,66247,"",1689629442
8592,19,24276,10 years of membership and updating TS IDs.,1690523577
8593,140,4587,20 years with AOD!,1690641414
8594,127,72558,has met criteria for award,1690741325
8596,126,72558,For completing all available operations with a five star rating.,1690744924
8597,18,45758,5 Years with AOD,1690760601
8600,160,86019,Thank you for participating in Platoon Wars 2023 events!,1690942560
8601,160,86099,Thank you for participating in Platoon Wars 2023 events!,1690942560
8602,160,77002,Thank you for participating in Platoon Wars 2023 events!,1690942620
8603,160,77045,Thank you for participating in Platoon Wars 2023 events!,1690942620
8604,160,76316,Thank you for participating in Platoon Wars 2023 events!,1690942680
8605,160,85612,Thank you for participating in Platoon Wars 2023 events!,1690942680
8608,160,66098,Thank you for participating in Platoon Wars 2023 events!,1690942800
8609,160,79416,Thank you for participating in Platoon Wars 2023 events!,1690942860
8611,160,36028,Thank you for participating in Platoon Wars 2023 events!,1690942920
8612,160,80727,Thank you for participating in Platoon Wars 2023 events!,1690942980
8613,160,59099,Thank you for participating in Platoon Wars 2023 events!,1690942980
8614,160,78024,Thank you for participating in Platoon Wars 2023 events!,1690942980
8615,160,85992,Thank you for participating in Platoon Wars 2023 events!,1690943040
8616,160,45133,Thank you for participating in Platoon Wars 2023 events!,1690943100
8617,18,62859,Commemorating 5 Years of AOD membership. Congratulations!,1690993345
8618,172,79416,Congrats on helping lead your platoon to a Win!,1691622227
8619,172,86099,Congrats on helping lead your platoon to a Win!,1691622266
8620,172,46715,Congrats on helping lead your platoon to a Win!,1691622300
8622,172,85612,Congrats on helping lead your platoon to a Win!,1691622365
8623,172,69078,Congrats on helping lead your platoon to a Win!,1691622401
8626,172,83407,Congrats on helping lead your platoon to a Win!,1691622478
8627,269,79416,Congrats on being one of the Most Badass Members the COD Division has!,1691622685
8628,269,45133,Congrats on being one of the Most Badass Members the COD Division has!,1691622713
8629,269,86099,Congrats on being one of the Most Badass Members the COD Division has!,1691622742
8630,269,76442,Congrats on being one of the Most Badass Members the COD Division has!,1691622784
8631,269,77002,Congrats on being one of the Most Badass Members the COD Division has!,1691622801
8632,269,76316,Congrats on being one of the Most Badass Members the COD Division has!,1691622862
8633,269,86019,Congrats on being one of the Most Badass Members the COD Division has!,1691622880
8634,269,77045,Congrats on being one of the Most Badass Members the COD Division has!,1691622906
8635,269,72633,Congrats on being one of the Most Badass Members the COD Division has!,1691622921
8636,269,46715,Congrats on being one of the Most Badass Members the COD Division has!,1691623087
8637,170,79416,"",1691624107
8638,170,45133,"",1691624119
8639,170,86099,"",1691624130
8640,170,77002,"",1691624145
8642,251,53683,Yay,1691974020
8643,248,84544,Congratulations on your Award - apologies on the delay <3,1691974311
8644,249,84544,Congratulations on your achievement - my apologies for the delay,1691974499
8645,250,84544,"Wohooooo you have received Hand of the Queen due to your diligence and time spent crafting, refining and creating in New World",1691974627
8646,282,73016,Rank 7 unlocked.,1692377521
8647,282,80340,Has unlocked rank 7 vehicle in warthunder!,1692377606
8648,180,73016,Reached lvl 100!,1692377905
8653,41,56660,Former Reaper group member.,1692569813
8654,259,56660,"Completed the Assault Rifle, Carbine, LMG, and Submachine Gun master directives.",1692569880
8655,257,46599,Former Guardian Angel Group Commander. Creator of the Guardians.,1692570934
8656,100,35944,"",1693271346
8657,18,64312,"",1693661135
8667,104,61984,You have been selected to be a member of the Pathfinder team!,1693849520
8668,287,68677,"For achieving the Destination Seal ""Virtual Fighter"" for Neomuna, Congratulations!",1693853599
8670,286,47708,You're Paragon,1693857373
8673,289,71753,"For mastering all of Destiny 2's weapon archetypes and achieving the title ""Deadeye"" in game, Congratulations!",1694172925
8675,288,68677,"Has completed all of the annual seasonal events and achieved the Title of ""Reveler"" in game, Congratulations!",1694173286
8676,288,71753,"Has completed all of the annual seasonal events and achieved the Title of ""Reveler"" in game, Congratulations!",1694173479
8677,104,76684,You have been selected to be a member of the Pathfinder team!,1694559008
8679,180,40055,lvl 100,1694634787
8680,18,56210,Member has been a member of AOD for 5 years! Congratulations!!,1694788491
8683,249,83457,Congrats on gathering 200!,1694993444
8684,100,85366,"",1695214579
8685,282,53567,"Congratulations on having fulfilled the requirements to be awarded the ""War Thunder - Maxed out!"" forum badge. 

-Has unlocked a rank 7 vehicle in war thunder. Squadron Vehicles/ Event vehicles / Premiums do not count. T-80B - Russia",1695235665
8686,18,64975,Member has been a member of AOD for 5 years! Congratulations!!,1696162080
8687,180,84644,Reached lvl 100,1696261213
8688,213,27416,You successfully earned the title of Conqueror Guardian. Congratulations and well done.,1697285002
8691,99,69291,"",1697717810
8692,19,26100,10 years with AOD!,1697893416
8693,18,63638,"grats, ya turd muffin on 5 years.",1698264046
8694,288,40630,"Has completed all of the annual seasonal events and achieved the Title of ""Reveler"" in game, Congratulations!",1698415530
8695,213,40630,You successfully earned the title of Conqueror Guardian. Congratulations and well done.,1698415576
8697,98,63638,"",1698668133
8698,99,63638,"",1698668147
8699,100,63638,"",1698668162
8700,99,68239,"",1698668191
8701,101,68239,"",1698668200
8702,100,68239,"",1698668212
8703,18,65578,Member has been a member of AOD for 5 years! Congratulations!!,1698792727
8704,282,32405,Rank 7 unlocked!,1698876060
8705,18,27434,"",1698929398
8706,99,27434,"",1698929438
8707,98,27434,"",1698929449
8708,249,64987,Congrats! Sorry for the delay,1699289400
8709,252,57510,Congrats nerd!,1699289485
8710,18,62068,Commemorating 5 Years of AOD Service Guardian. Congratulations!,1699364305
8711,100,27434,"",1699714324
8712,18,65366,5 years with AOD!,1700169740
8722,180,85234,Reached lvl 100,1700636344
8723,101,63638,"",1700834785
8724,18,66366,Commemorating 5 Years of AOD membership.,1701369281
8725,18,66114,Nerd,1701645456
8728,287,47708,"",1701982317
8729,180,40152,Reached lvl 100,1702853123
8730,180,51039,Reached lvl 100,1702853147
8733,284,82231,Has dropped a nuke in war thunder.,1702940477
8734,16,35543,For meritorious service above and beyond the call of duty during the December 2023 Christmas event.,1703083318
8736,18,65194,5 years in AOD!,1703539724
8738,18,27308,Member has been a member of AOD for 5 years! Congratulations!!,1703843360
8739,18,59028,Member has been a member of AOD for 5 years! Congratulations!!,1704067847
8740,19,27205,10 Years with AOD! Congratulations!,1704068034
8741,19,27434,"",1704209249
8742,99,85366,"",1704224996
8751,257,82580,Guardian Angel group member,1705380320
8752,18,66775,5 years with AOD!,1705759317
8753,18,66203,5 years with AOD!,1705759388
8754,18,66058,5 years with AOD!,1705759478
8755,19,27320,10 years with AOD!,1705759558
8756,19,21439,10 years with AOD!,1705760108
8757,19,21441,10 years with AOD!,1705760213
8758,18,34959,5 years with AOD!,1706053581
8759,187,81196,5 tier10s,1706061932
8760,19,25996,Congratulations from the whole Planetside Division,1706405389
8761,252,53683,She did it!!,1706562894
8762,284,55752,Has dropped a nuke in war thunder.,1706956834
8763,248,54941,Congrats Nerd!,1707164113
8764,180,85294,Reached lvl 100,1707454470
8765,18,59373,5 years with AOD!,1708174172
8766,252,86584,243 Territory rep,1708185948
8767,188,19955,"He has been in AOD for around 10 years, has ran clan battles for a long time and alos put alot of effort into knowing ships and classes as well as organizing tournaments",1708221914
8768,257,72498,Guardian Angel group member,1708559209
8769,18,67882,Member has been a member of AOD for 5 years! Congratulations!!,1709392053
8771,282,76448,"",1709870682
8775,180,60632,Reached lvl 100,1711192896
8776,287,27308,"For achieving the Destination Seal ""Virtual Fighter"" for Neomuna, Congratulations!",1711223948
8777,18,60632,For 5 years of faithful service to Angels of Death!,1711241588
8778,18,66001,5 rotations of earth have passed.,1711416464
8779,98,66001,You earned it!,1711416498
8780,99,66001,Gear Gremlin Complete,1711416519
8781,127,66001,You earned it,1711416575
8782,182,66001,GG,1711416593
8783,187,66001,5 tier 10 ships?,1711416634
8785,101,66001,you earned it,1711614300
8787,287,3716,"For achieving the Destination Seal ""Virtual Fighter"" for Neomuna, Congratulations!",1711618623
8788,258,63083,You are gilded!,1712164300
8789,213,63083,You successfully earned the title of Conqueror,1712164498
8790,210,63083,You successfully earned the title of Forerunner.,1712164538
8791,147,63083,You successfully earned the title of Dredgen.,1712164564
8792,149,63083,You successfully earned the title of Cursebreaker.,1712164588
8793,151,63083,You have earnt the title of 'Rivensbane',1712164648
8794,287,63083,"For achieving the Destination Seal ""Virtual Fighter"" for Neomuna, Congratulations!",1712164684
8795,289,63083,"For mastering all of Destiny 2's weapon archetypes and achieving the title ""Deadeye"" in game, Congratulations!",1712164748
8796,286,63083,You're Paragon,1712164786
8797,18,68677,5 years with AOD!,1712253971
8798,19,28093,10 years! Congrats!,1712329555
8799,18,68239,5 years! Congrats!,1712329597
8800,5,72498,Achieved ASP in PS2,1712439788
8801,68,72498,NS Commander Helmet,1712439813
8802,221,72498,Served as an effective force commander during Weekly Operations.,1712439852
8803,296,36028,Congrats!,1712609166
8804,296,86079,Unlocked em all!,1712609193
8805,296,66001,Gotta unlock em all!,1712609213
8806,296,72498,Unlocked them all. Like a boss.,1712609233
8807,297,36028,Upgraydd with 2 D's.,1712609300
8808,297,66001,"Upgraydd, with 2 D's!",1712609346
8809,297,72498,"Upgraydd, with 2 D's!",1712609366
8810,298,36028,Level 50+,1712609422
8811,298,66001,Level 50+,1712609443
8812,298,72498,Level 50+,1712609452
8813,301,59896,Helldive successful,1712609460
8814,301,59811,Helldive successful!,1712609544
8815,301,72498,Helldive successful!,1712609558
8816,301,36028,Helldive Successful!,1712609570
8818,301,10264,Helldive Successful!,1712609673
8819,301,87173,Helldive Successful!,1712609686
8821,301,63207,Helldive Successful!,1712609746
8822,301,66001,Helldive Successful!,1712609766
8823,301,59362,Helldive Successful!,1712609785
8824,301,25996,Helldive Successful!,1712609797
8825,301,82580,Helldive Successful!,1712609810
8826,301,45501,Helldive Successful!,1712609825
8827,302,59896,Event Winner! 23:45 Fortified Democracy!,1712609897
8828,302,27594,Event Winner! 23:45 Fortified Democracy!,1712609909
8829,302,47473,Event Winner! 23:45 Fortified Democracy!,1712609970
8830,302,74681,Event Winner! 23:45 Fortified Democracy!,1712609985
8831,296,59896,Unlocked everything.,1712619103
8832,297,59896,"Upgraydd, with 2 D's!",1712619126
8833,298,59896,Level 50+,1712619148
8834,301,84772,Helldive successful!,1712620911
8835,68,22083,WarBoss with Commander Helmet,1712628214
8836,19,21824,10 years of service.,1712628347
8838,5,21824,Enrolled in the Advanced Specialization Program.,1712628432
8840,286,68677,You're Paragon,1712700116
8841,297,50789,"",1712782458
8842,296,50789,"",1712782486
8844,301,86079,Helldive Successful!,1713044715
8845,180,83858,reached level 100,1713111660
8846,282,83858,"",1713112277
8847,284,83858,"",1713112307
8848,18,68619,For 5 years of faithful service to Angels of Death! Thank you.,1713151658
8849,18,51864,"A couple years late, but congratulations on 5 years in AOD!",1713198755
8850,296,41224,"",1713370769
8852,180,76448,Reached lvl 100,1713616263
8853,18,68896,5 Years with AOD! Congrats!,1713630426
8854,302,86558,Event Winner! 4:57 Wheel of Liber-TEA!,1713643815
8855,302,68813,Event Winner! 4:57 Wheel of Liber-TEA!,1713643870
8856,296,59400,Unlock them all!,1713643941
8857,297,59400,Upgraded all the way!,1713643967
8858,298,59400,Level 50+,1713643989
8859,18,59400,5 years with AOD!,1713644009
8860,298,86079,50+,1713644034
8861,296,72761,Gottem all!,1713818014
8862,19,27004,"",1714151623
8863,19,27416,"",1714151651
8864,296,86558,Unlocked all Stratagems,1714354953
